Date;Screen Name;Full Name;Sentiment;Tweet Text;Tweet ID;App;Followers;Follows;Retweets;Favorites;Verfied;User Since;Location;Bio;Profile Image;Google Maps
3/29/2017 20:29:36;@Gregomoraan;Grego Moran;-1;RT @MotivacionesF: Digan lo que digan a la selección Argentina siempre le va hacer falta este señor. https://t.co/Ht7bPwsPWm;847289683079868416;Twitter for iPhone;396;264;4713;0;No;13/01/2012;Republica de la Boca ;BOCA JUNIORS ?paulitis?;View;
3/29/2017 20:30:08;@SilviaOdrioz;Marina Silvia Odrioz;-1;RT @radiomitre: #SuperMitre | ¿El problema del mal funcionamiento de la Selección Argentina es Bauza o Messi? Opiná y participá llamando al…;847289817197010945;Twitter for Android;377;2246;9;0;No;27/03/2017;Ciudad Autónoma de Buenos Aire;Amo la Meteorología La Historia Musica Disfruta la vida ???????;View;
3/29/2017 20:30:44;@piedralibre13;piedra libre;-1;RT @radiomitre: #SuperMitre | ¿El problema del mal funcionamiento de la Selección Argentina es Bauza o Messi? Opiná y participá llamando al…;847289966245756928;Mobile Web (M5);154;145;9;0;No;30/01/2015;;patriota Argentino;View;
3/29/2017 20:31:02;@migue_gar567;MIGUEL GARAY;-1;RT @anellogaby: Gana una camiseta en @radiomitre llamando al 51680790 El problema del mal funcionamiento de la Selección Argentina es;847290041705431041;Mobile Web (M5);46;135;34;0;No;14/11/2013;CORDOBA-ARGENTINA;ACADEMICO DE CORAZON, ME GUSTA EL ASADO,AMANTE DE LA BELLEZA FEMENINA,PADRE ,TE QUIERO MARIAN Y CANDE..;View;
3/29/2017 20:31:43;@beatrizelb;beatriz zelaya;1;NO ENTIENDO D FUTBOL PERO QUIERO A @MauroIcardi EN LA SELECCION ARGENTINA;847290212409499656;Mobile Web (M5);26;102;0;1;No;13/08/2011;ARGENTINA;ENFERMERA PROFESIONAL;View;
3/29/2017 20:31:53;@santi_falcone;Santiago;-1;Sigo pensando como jugó ayer la Selección Argentina y me dan ganas de abrazar a Labruna y pedirle que vuelva a Chicago. Imaginense.;847290255774318594;Twitter Web Client;232;267;1;1;No;02/03/2011;;Hincha del buen fútbol// Snap: santiifalcone//Estudiante de Comunicacion Social - UNLaM// La Renga y el rock//Cubro Nueva Chicago en @ClubesCapFed;View;
3/29/2017 20:32:42;@valderramaval;Valerio;0;@CoachCMorales @AlvaroNBAMartin si no sus grandes logros con la selección argentina que fueron logros para la historia;847290462620721152;Twitter for Android;757;1764;0;0;No;09/10/2010;Caracas;"A mi que no me digan que no sirvo a mi que me acomoden, ingeniero de profesión, Magallanero, misión en la vida “ser feliz”; único guía Dios";View;
3/29/2017 20:32:52;@f_pachy;Pachy;0;RT @Tiagociale: Lo que necesita la Selección Argentina para clasifica y jugar el mundial. https://t.co/JutKgbaT0j;847290502135169025;Twitter for Android;892;739;35;0;No;05/06/2015;Cutral có,Neuquén, Argentina;Disfruta la vida y sé feliz. Instagram: Pachy_franco;View;
3/29/2017 20:33:11;@emilianobustos9;Emi™;-1;RT @SC_ESPN: #Ahora en @ESPNFutbolClub, en vivo por ESPN 2, @HernanSCastillo asegura que Bauza no dirigirá más a la Selección argentina. ht…;847290582527430656;Twitter for Android;409;398;111;0;No;03/08/2013;;??emibustos1?? . ?RIVER..??TALLERES..;View;
3/29/2017 20:34:07;@FrancoBattaaaa;??Franco??;-1;RT @MotivacionesF: Digan lo que digan a la selección Argentina siempre le va hacer falta este señor. https://t.co/Ht7bPwsPWm;847290815751741442;Twitter for Windows Phone;225;146;4713;0;No;24/03/2016;Godoy Cruz, Argentina;?Wps: 2612176921???Fb: Franco Battalemi™? Instagram: Francobattalemi™?16 años??Tauro??Millonario????;View;
3/29/2017 20:34:10;@A_Pikado;El Narigón;-1;Es casi risible el leer a los mejicanos opinar d Messi y d la selección argentina,aún más tomando en cuenta lo bien q les ha ido.;847290830108770304;Twitter for iPhone;442;193;0;0;No;20/04/2010;La verga (pueblo mágico);MUERA LA MORAL,VIVA LA CHAQUETA.;View;
3/29/2017 20:35:18;@TvVallez;Victoria Fuentes;-1;RT @radiomitre: #SuperMitre | ¿El problema del mal funcionamiento de la Selección Argentina es Bauza o Messi? Opiná y participá llamando al…;847291114293837825;Twitter for Android;1065;1776;9;0;No;09/04/2014;Argentina;Amo los Perros. Estar informada. Pacifica. En defensa de los Animales y de los Niños. #RedesSociales #PRODUCTOSTV #MDQ;View;
3/29/2017 20:35:21;@FedeeRoda;Fede;-1;RT @MotivacionesF: Digan lo que digan a la selección Argentina siempre le va hacer falta este señor. https://t.co/Ht7bPwsPWm;847291126302162944;Twitter for Android;49;207;4713;0;No;09/10/2016;Rosario, Argentina;Fútbol;View;
3/29/2017 20:35:22;@Joluam24;Jose Amarilla;0;"RT @NelsonReneOk: Hola Chiqui. Te recuerdo que Mascherano debutó en la selección argentina siendo jugador de la ""reserva"" de River. Gracias…";847291131180089346;Twitter for Android;33;254;314;0;No;07/07/2013;Luque_Paraguay;;View;
3/29/2017 20:35:25;@TvVallez;Victoria Fuentes;0;RT @anellogaby: Gana una camiseta en @radiomitre llamando al 51680790 El problema del mal funcionamiento de la Selección Argentina es;847291143490490368;Twitter for Android;1065;1776;34;0;No;09/04/2014;Argentina;Amo los Perros. Estar informada. Pacifica. En defensa de los Animales y de los Niños. #RedesSociales #PRODUCTOSTV #MDQ;View;
3/29/2017 20:35:49;@leonelforevista;Leo??;0;RT @bocajuniorsar: ¿Futuro jugador de Selección Argentina? https://t.co/SU0ouiFWDf;847291244350849025;Twitter for Android;428;262;58;0;No;24/03/2015;barrio golf club !!;Hincha de For Ever y del club más grande del mundo Boca Juniors;View;
3/29/2017 20:36:02;@alexpb70;Alejandro;0;RT @anellogaby: Gana una camiseta en @radiomitre llamando al 51680790 El problema del mal funcionamiento de la Selección Argentina es;847291300701380612;Twitter Web Client;133;189;34;0;No;31/03/2010;BsAs;Cuando los que mandan pierden la vergüenza,los que obedecen pierden el respeto.;View;
3/29/2017 20:36:19;@DaiZalazar;Daiana;0;RT @Angel_Appella: Tapia va a despedir a Bauza y hará lo imposible para que Sampaoli se convierta en el técnico de la selección Argentina.…;847291373233426437;Twitter for Android;506;447;1;0;No;12/07/2012;Campana, Argentina;20. Taurina?. Hincha y Socia Adherente del Club Atlético Boca Juniors. No Te Va Gustar y Los Piojos/Ciro. De la Bombonera no nos vamos!!;View;
3/29/2017 20:39:49;@radiomitre;Radio Mitre;0;#SuperMitre | #Ahora Enrique Macaya Márquez opina del delicado momento de la Selección Argentina y la nueva AFA https://t.co/7n7aAITIFO;847292251566821376;Hootsuite;735926;1880;27;28;No;25/08/2010;;Twitter oficial de Radio Mitre.;View;
